Date,Time,Food,Sales,Temperature
2023-01-11,12:30,Coffee,15,6.66
2023-01-11,12:30,Mushroom Quiche,34,6.66
2023-01-11,12:30,Soup,44,6.66
2023-01-11,12:30,Sausage Roll,36,6.66
2023-01-11,12:30,Chilled Juices,10,6.66
2023-01-11,12:30,Cheese Straw,15,6.66
2023-01-11,12:30,Spinach and Feta Roll,21,6.66
2023-01-11,15:30,Ham Quiche,16,5.08
2023-01-11,15:30,Ham and Cheese Croissant,28,5.08
2023-01-11,15:30,Smoked Salmon Roll,1,5.08
2023-01-11,15:30,Tea,23,5.08
2023-01-11,15:30,Cinnamon Bun,14,5.08
2023-01-11,15:30,Sweets,12,5.08
2023-01-11,15:30,Mini Avocado Sandwich,15,5.08
2023-01-11,15:30,Savouries,23,5.08
2023-01-11,15:30,Mini Salami Sandwich,2,5.08
2023-01-11,15:30,Salmon Bagel,12,5.08
2023-01-11,15:30,Bread,42,5.08
2023-01-11,15:30,Coffee,41,5.08
2023-01-11,15:30,Mushroom Quiche,20,5.08
2023-01-11,15:30,Soup,31,5.08
2023-01-11,15:30,Sausage Roll,44,5.08
2023-01-11,15:30,Chilled Juices,18,5.08
2023-01-11,15:30,Cheese Straw,11,5.08
2023-01-11,15:30,Spinach and Feta Roll,48,5.08
2023-01-11,18:30,Ham Quiche,21,9.41
2023-01-11,18:30,Ham and Cheese Croissant,11,9.41
2023-01-11,18:30,Smoked Salmon Roll,10,9.41
2023-01-11,18:30,Tea,35,9.41
2023-01-11,18:30,Cinnamon Bun,17,9.41
2023-01-11,18:30,Sweets,10,9.41
2023-01-11,18:30,Mini Avocado Sandwich,2,9.41
2023-01-11,18:30,Savouries,25,9.41
2023-01-11,18:30,Mini Salami Sandwich,15,9.41
2023-01-11,18:30,Salmon Bagel,7,9.41
2023-01-11,18:30,Bread,49,9.41
2023-01-11,18:30,Coffee,38,9.41
2023-01-11,18:30,Mushroom Quiche,22,9.41
2023-01-11,18:30,Soup,10,9.41
2023-01-11,18:30,Sausage Roll,36,9.41
2023-01-11,18:30,Chilled Juices,7,9.41
2023-01-11,18:30,Cheese Straw,8,9.41
2023-01-11,18:30,Spinach and Feta Roll,26,9.41
2023-01-12,06:30,Ham Quiche,32,-2.02
2023-01-12,06:30,Ham and Cheese Croissant,45,-2.02
2023-01-12,06:30,Smoked Salmon Roll,18,-2.02
2023-01-12,06:30,Tea,10,-2.02
2023-01-12,06:30,Cinnamon Bun,1,-2.02
2023-01-12,06:30,Sweets,17,-2.02
2023-01-12,06:30,Mini Avocado Sandwich,16,-2.02
2023-01-12,06:30,Savouries,28,-2.02
2023-01-12,06:30,Mini Salami Sandwich,14,-2.02
2023-01-12,06:30,Salmon Bagel,2,-2.02
2023-01-12,06:30,Bread,32,-2.02
2023-01-12,06:30,Coffee,44,-2.02
2023-01-12,06:30,Mushroom Quiche,41,-2.02
2023-01-12,06:30,Soup,44,-2.02
2023-01-12,06:30,Sausage Roll,47,-2.02
2023-01-12,06:30,Chilled Juices,19,-2.02
2023-01-12,06:30,Cheese Straw,2,-2.02
2023-01-12,06:30,Spinach and Feta Roll,34,-2.02
2023-01-12,09:30,Ham Quiche,21,-1.34
2023-01-12,09:30,Ham and Cheese Croissant,31,-1.34
2023-01-12,09:30,Smoked Salmon Roll,19,-1.34
2023-01-12,09:30,Tea,31,-1.34
2023-01-12,09:30,Cinnamon Bun,14,-1.34
2023-01-12,09:30,Sweets,8,-1.34
2023-01-12,09:30,Mini Avocado Sandwich,3,-1.34
2023-01-12,09:30,Savouries,45,-1.34
2023-01-12,09:30,Mini Salami Sandwich,5,-1.34
2023-01-12,09:30,Salmon Bagel,8,-1.34
2023-01-12,09:30,Bread,21,-1.34
2023-01-12,09:30,Coffee,30,-1.34
2023-01-12,09:30,Mushroom Quiche,37,-1.34
2023-01-12,09:30,Soup,28,-1.34
2023-01-12,09:30,Sausage Roll,39,-1.34
2023-01-12,09:30,Chilled Juices,17,-1.34
2023-01-12,09:30,Cheese Straw,16,-1.34
2023-01-12,09:30,Spinach and Feta Roll,18,-1.34
2023-01-12,12:30,Ham Quiche,36,-1.92
2023-01-12,12:30,Ham and Cheese Croissant,44,-1.92
2023-01-12,12:30,Smoked Salmon Roll,15,-1.92
2023-01-12,12:30,Tea,40,-1.92
2023-01-12,12:30,Cinnamon Bun,6,-1.92
2023-01-12,12:30,Sweets,16,-1.92
2023-01-12,12:30,Mini Avocado Sandwich,16,-1.92
2023-01-12,12:30,Savouries,26,-1.92
2023-01-12,12:30,Mini Salami Sandwich,1,-1.92
2023-01-12,12:30,Salmon Bagel,7,-1.92
2023-01-12,12:30,Bread,22,-1.92
2023-01-12,12:30,Coffee,35,-1.92
2023-01-12,12:30,Mushroom Quiche,39,-1.92
2023-01-12,12:30,Soup,20,-1.92
2023-01-12,12:30,Sausage Roll,35,-1.92
2023-01-12,12:30,Chilled Juices,11,-1.92
2023-01-12,12:30,Cheese Straw,17,-1.92
2023-01-12,12:30,Spinach and Feta Roll,40,-1.92
2023-01-12,15:30,Ham Quiche,38,-2.01
2023-01-12,15:30,Ham and Cheese Croissant,23,-2.01
2023-01-12,15:30,Smoked Salmon Roll,12,-2.01
2023-01-12,15:30,Tea,16,-2.01
2023-01-12,15:30,Cinnamon Bun,10,-2.01
2023-01-12,15:30,Sweets,3,-2.01
2023-01-12,15:30,Mini Avocado Sandwich,15,-2.01
2023-01-12,15:30,Savouries,25,-2.01
2023-01-12,15:30,Mini Salami Sandwich,15,-2.01
2023-01-12,15:30,Salmon Bagel,10,-2.01
2023-01-12,15:30,Bread,33,-2.01
2023-01-12,15:30,Coffee,40,-2.01
2023-01-12,15:30,Mushroom Quiche,40,-2.01
2023-01-12,15:30,Soup,49,-2.01
2023-01-12,15:30,Sausage Roll,13,-2.01
2023-01-12,15:30,Chilled Juices,18,-2.01
2023-01-12,15:30,Cheese Straw,1,-2.01
2023-01-12,15:30,Spinach and Feta Roll,29,-2.01
2023-01-12,18:30,Ham Quiche,18,-2.80
2023-01-12,18:30,Ham and Cheese Croissant,19,-2.80
2023-01-12,18:30,Smoked Salmon Roll,14,-2.80
2023-01-12,18:30,Tea,34,-2.80
2023-01-12,18:30,Cinnamon Bun,15,-2.80
2023-01-12,18:30,Sweets,18,-2.80
2023-01-12,18:30,Mini Avocado Sandwich,14,-2.80
2023-01-12,18:30,Savouries,15,-2.80
2023-01-12,18:30,Mini Salami Sandwich,12,-2.80
2023-01-12,18:30,Salmon Bagel,17,-2.80
2023-01-12,18:30,Bread,26,-2.80
2023-01-12,18:30,Coffee,18,-2.80
2023-01-12,18:30,Mushroom Quiche,31,-2.80
2023-01-12,18:30,Soup,45,-2.80
2023-01-12,18:30,Sausage Roll,12,-2.80
2023-01-12,18:30,Chilled Juices,2,-2.80
2023-01-12,18:30,Cheese Straw,17,-2.80
2023-01-12,18:30,Spinach and Feta Roll,17,-2.80
2023-01-13,06:30,Ham Quiche,27,8.87
2023-01-13,06:30,Ham and Cheese Croissant,30,8.87
2023-01-13,06:30,Smoked Salmon Roll,16,8.87
2023-01-13,06:30,Tea,43,8.87
2023-01-13,06:30,Cinnamon Bun,17,8.87
2023-01-13,06:30,Sweets,6,8.87
2023-01-13,06:30,Mini Avocado Sandwich,1,8.87
2023-01-13,06:30,Savouries,28,8.87
2023-01-13,06:30,Mini Salami Sandwich,19,8.87
2023-01-13,06:30,Salmon Bagel,17,8.87
2023-01-13,06:30,Bread,28,8.87
2023-01-13,06:30,Coffee,16,8.87
2023-01-13,06:30,Mushroom Quiche,17,8.87
2023-01-13,06:30,Soup,45,8.87
2023-01-13,06:30,Sausage Roll,36,8.87
2023-01-13,06:30,Chilled Juices,8,8.87
2023-01-13,06:30,Cheese Straw,14,8.87
2023-01-13,06:30,Spinach and Feta Roll,27,8.87
2023-01-13,09:30,Ham Quiche,41,7.86
2023-01-13,09:30,Ham and Cheese Croissant,10,7.86
2023-01-13,09:30,Smoked Salmon Roll,10,7.86
2023-01-13,09:30,Tea,30,7.86
2023-01-13,09:30,Cinnamon Bun,19,7.86
2023-01-13,09:30,Sweets,3,7.86
2023-01-13,09:30,Mini Avocado Sandwich,5,7.86
2023-01-13,09:30,Savouries,28,7.86
2023-01-13,09:30,Mini Salami Sandwich,4,7.86
2023-01-13,09:30,Salmon Bagel,18,7.86
2023-01-13,09:30,Bread,19,7.86
2023-01-13,09:30,Coffee,24,7.86
2023-01-13,09:30,Mushroom Quiche,46,7.86
2023-01-13,09:30,Soup,13,7.86
2023-01-13,09:30,Sausage Roll,48,7.86
2023-01-13,09:30,Chilled Juices,5,7.86
2023-01-13,09:30,Cheese Straw,16,7.86
2023-01-13,09:30,Spinach and Feta Roll,30,7.86
2023-01-13,12:30,Ham Quiche,39,9.35
2023-01-13,12:30,Ham and Cheese Croissant,41,9.35
2023-01-13,12:30,Smoked Salmon Roll,8,9.35
2023-01-13,12:30,Tea,40,9.35
2023-01-13,12:30,Cinnamon Bun,15,9.35
2023-01-13,12:30,Sweets,2,9.35
2023-01-13,12:30,Mini Avocado Sandwich,12,9.35
2023-01-13,12:30,Savouries,12,9.35
2023-01-13,12:30,Mini Salami Sandwich,10,9.35
2023-01-13,12:30,Salmon Bagel,8,9.35
2023-01-13,12:30,Bread,23,9.35
2023-01-13,12:30,Coffee,25,9.35
2023-01-13,12:30,Mushroom Quiche,27,9.35
2023-01-13,12:30,Soup,11,9.35
2023-01-13,12:30,Sausage Roll,33,9.35
2023-01-13,12:30,Chilled Juices,9,9.35
2023-01-13,12:30,Cheese Straw,17,9.35
2023-01-13,12:30,Spinach and Feta Roll,30,9.35
2023-01-13,15:30,Ham Quiche,30,5.02
2023-01-13,15:30,Ham and Cheese Croissant,15,5.02
2023-01-13,15:30,Smoked Salmon Roll,15,5.02
2023-01-13,15:30,Tea,31,5.02
2023-01-13,15:30,Cinnamon Bun,14,5.02
2023-01-13,15:30,Sweets,1,5.02
2023-01-13,15:30,Mini Avocado Sandwich,12,5.02
2023-01-13,15:30,Savouries,34,5.02
2023-01-13,15:30,Mini Salami Sandwich,8,5.02
2023-01-13,15:30,Salmon Bagel,19,5.02
2023-01-13,15:30,Bread,15,5.02
2023-01-13,15:30,Coffee,47,5.02
2023-01-13,15:30,Mushroom Quiche,31,5.02
2023-01-13,15:30,Soup,19,5.02
2023-01-13,15:30,Sausage Roll,41,5.02
2023-01-13,15:30,Chilled Juices,13,5.02
2023-01-13,15:30,Cheese Straw,8,5.02
2023-01-13,15:30,Spinach and Feta Roll,44,5.02
2023-01-13,18:30,Ham Quiche,49,4.23
2023-01-13,18:30,Ham and Cheese Croissant,36,4.23
2023-01-13,18:30,Smoked Salmon Roll,19,4.23
2023-01-13,18:30,Tea,34,4.23
2023-01-13,18:30,Cinnamon Bun,15,4.23
2023-01-13,18:30,Sweets,15,4.23
2023-01-13,18:30,Mini Avocado Sandwich,3,4.23
2023-01-13,18:30,Savouries,43,4.23
2023-01-13,18:30,Mini Salami Sandwich,7,4.23
2023-01-13,18:30,Salmon Bagel,14,4.23
2023-01-13,18:30,Bread,37,4.23
2023-01-13,18:30,Coffee,25,4.23
2023-01-13,18:30,Mushroom Quiche,15,4.23
2023-01-13,18:30,Soup,20,4.23
2023-01-13,18:30,Sausage Roll,15,4.23
2023-01-13,18:30,Chilled Juices,16,4.23
2023-01-13,18:30,Cheese Straw,15,4.23
2023-01-13,18:30,Spinach and Feta Roll,29,4.23
2023-01-14,06:30,Ham Quiche,37,6.53
2023-01-14,06:30,Ham and Cheese Croissant,15,6.53
2023-01-14,06:30,Smoked Salmon Roll,4,6.53
2023-01-14,06:30,Tea,20,6.53
2023-01-14,06:30,Cinnamon Bun,1,6.53
2023-01-14,06:30,Sweets,14,6.53
2023-01-14,06:30,Mini Avocado Sandwich,1,6.53
2023-01-14,06:30,Savouries,45,6.53
2023-01-14,06:30,Mini Salami Sandwich,6,6.53
2023-01-14,06:30,Salmon Bagel,5,6.53
2023-01-14,06:30,Bread,33,6.53
2023-01-14,06:30,Coffee,36,6.53
2023-01-14,06:30,Mushroom Quiche,34,6.53
2023-01-14,06:30,Soup,45,6.53
2023-01-14,06:30,Sausage Roll,37,6.53
2023-01-14,06:30,Chilled Juices,14,6.53
2023-01-14,06:30,Cheese Straw,8,6.53
2023-01-14,06:30,Spinach and Feta Roll,35,6.53
2023-01-14,09:30,Ham Quiche,44,5.99
2023-01-14,09:30,Ham and Cheese Croissant,16,5.99
2023-01-14,09:30,Smoked Salmon Roll,8,5.99
2023-01-14,09:30,Tea,45,5.99
2023-01-14,09:30,Cinnamon Bun,12,5.99
2023-01-14,09:30,Sweets,7,5.99
2023-01-14,09:30,Mini Avocado Sandwich,18,5.99
2023-01-14,09:30,Savouries,40,5.99
2023-01-14,09:30,Mini Salami Sandwich,2,5.99
2023-01-14,09:30,Salmon Bagel,17,5.99
2023-01-14,09:30,Bread,27,5.99
2023-01-14,09:30,Coffee,11,5.99
2023-01-14,09:30,Mushroom Quiche,16,5.99
2023-01-14,09:30,Soup,47,5.99
2023-01-14,09:30,Sausage Roll,44,5.99
2023-01-14,09:30,Chilled Juices,2,5.99
2023-01-14,09:30,Cheese Straw,8,5.99
2023-01-14,09:30,Spinach and Feta Roll,43,5.99
2023-01-14,12:30,Ham Quiche,41,2.87
2023-01-14,12:30,Ham and Cheese Croissant,21,2.87
2023-01-14,12:30,Smoked Salmon Roll,7,2.87
2023-01-14,12:30,Tea,15,2.87
2023-01-14,12:30,Cinnamon Bun,4,2.87
2023-01-14,12:30,Sweets,11,2.87
2023-01-14,12:30,Mini Avocado Sandwich,16,2.87
2023-01-14,12:30,Savouries,14,2.87
2023-01-14,12:30,Mini Salami Sandwich,3,2.87
2023-01-14,12:30,Salmon Bagel,19,2.87
2023-01-14,12:30,Bread,20,2.87
2023-01-14,12:30,Coffee,40,2.87
2023-01-14,12:30,Mushroom Quiche,24,2.87
2023-01-14,12:30,Soup,23,2.87
2023-01-14,12:30,Sausage Roll,17,2.87
2023-01-14,12:30,Chilled Juices,19,2.87
2023-01-14,12:30,Cheese Straw,3,2.87
2023-01-14,12:30,Spinach and Feta Roll,44,2.87
2023-01-14,15:30,Ham Quiche,45,6.92
2023-01-14,15:30,Ham and Cheese Croissant,16,6.92
2023-01-14,15:30,Smoked Salmon Roll,4,6.92
2023-01-14,15:30,Tea,31,6.92
2023-01-14,15:30,Cinnamon Bun,4,6.92
2023-01-14,15:30,Sweets,18,6.92
2023-01-14,15:30,Mini Avocado Sandwich,18,6.92
2023-01-14,15:30,Savouries,36,6.92
2023-01-14,15:30,Mini Salami Sandwich,10,6.92
2023-01-14,15:30,Salmon Bagel,14,6.92
2023-01-14,15:30,Bread,32,6.92
2023-01-14,15:30,Coffee,16,6.92
2023-01-14,15:30,Mushroom Quiche,35,6.92
2023-01-14,15:30,Soup,38,6.92
2023-01-14,15:30,Sausage Roll,45,6.92
2023-01-14,15:30,Chilled Juices,8,6.92
2023-01-14,15:30,Cheese Straw,15,6.92
2023-01-14,15:30,Spinach and Feta Roll,33,6.92
2023-01-14,18:30,Ham Quiche,25,1.27
2023-01-14,18:30,Ham and Cheese Croissant,20,1.27
2023-01-14,18:30,Smoked Salmon Roll,7,1.27
2023-01-14,18:30,Tea,37,1.27
2023-01-14,18:30,Cinnamon Bun,9,1.27
2023-01-14,18:30,Sweets,19,1.27
2023-01-14,18:30,Mini Avocado Sandwich,5,1.27
2023-01-14,18:30,Savouries,12,1.27
2023-01-14,18:30,Mini Salami Sandwich,3,1.27
2023-01-14,18:30,Salmon Bagel,17,1.27
2023-01-14,18:30,Bread,24,1.27
2023-01-14,18:30,Coffee,48,1.27
2023-01-14,18:30,Mushroom Quiche,14,1.27
2023-01-14,18:30,Soup,21,1.27
2023-01-14,18:30,Sausage Roll,43,1.27
2023-01-14,18:30,Chilled Juices,9,1.27
2023-01-14,18:30,Cheese Straw,3,1.27
2023-01-14,18:30,Spinach and Feta Roll,38,1.27
2023-01-15,06:30,Ham Quiche,43,8.94
2023-01-15,06:30,Ham and Cheese Croissant,48,8.94
2023-01-15,06:30,Smoked Salmon Roll,1,8.94
2023-01-15,06:30,Tea,39,8.94
2023-01-15,06:30,Cinnamon Bun,6,8.94
2023-01-15,06:30,Sweets,11,8.94
2023-01-15,06:30,Mini Avocado Sandwich,17,8.94
2023-01-15,06:30,Savouries,39,8.94
2023-01-15,06:30,Mini Salami Sandwich,11,8.94
2023-01-15,06:30,Salmon Bagel,7,8.94
2023-01-15,06:30,Bread,40,8.94
2023-01-15,06:30,Coffee,23,8.94
2023-01-15,06:30,Mushroom Quiche,16,8.94
2023-01-15,06:30,Soup,47,8.94
2023-01-15,06:30,Sausage Roll,10,8.94
2023-01-15,06:30,Chilled Juices,4,8.94
2023-01-15,06:30,Cheese Straw,14,8.94
2023-01-15,06:30,Spinach and Feta Roll,15,8.94
2023-01-15,09:30,Ham Quiche,16,6.23
2023-01-15,09:30,Ham and Cheese Croissant,39,6.23
2023-01-15,09:30,Smoked Salmon Roll,15,6.23
2023-01-15,09:30,Tea,12,6.23
2023-01-15,09:30,Cinnamon Bun,17,6.23
2023-01-15,09:30,Sweets,2,6.23
2023-01-15,09:30,Mini Avocado Sandwich,4,6.23
2023-01-15,09:30,Savouries,14,6.23
2023-01-15,09:30,Mini Salami Sandwich,7,6.23
2023-01-15,09:30,Salmon Bagel,9,6.23
2023-01-15,09:30,Bread,28,6.23
2023-01-15,09:30,Coffee,37,6.23
2023-01-15,09:30,Mushroom Quiche,15,6.23
2023-01-15,09:30,Soup,45,6.23
2023-01-15,09:30,Sausage Roll,15,6.23
2023-01-15,09:30,Chilled Juices,2,6.23
2023-01-15,09:30,Cheese Straw,11,6.23
2023-01-15,09:30,Spinach and Feta Roll,42,6.23
2023-01-15,12:30,Ham Quiche,10,4.21
2023-01-15,12:30,Ham and Cheese Croissant,20,4.21
2023-01-15,12:30,Smoked Salmon Roll,12,4.21
2023-01-15,12:30,Tea,17,4.21
2023-01-15,12:30,Cinnamon Bun,7,4.21
2023-01-15,12:30,Sweets,10,4.21
2023-01-15,12:30,Mini Avocado Sandwich,9,4.21
2023-01-15,12:30,Savouries,38,4.21
2023-01-15,12:30,Mini Salami Sandwich,16,4.21
2023-01-15,12:30,Salmon Bagel,14,4.21
2023-01-15,12:30,Bread,25,4.21
2023-01-15,12:30,Coffee,25,4.21
2023-01-15,12:30,Mushroom Quiche,26,4.21
2023-01-15,12:30,Soup,33,4.21
2023-01-15,12:30,Sausage Roll,35,4.21
2023-01-15,12:30,Chilled Juices,19,4.21
2023-01-15,12:30,Cheese Straw,18,4.21
2023-01-15,12:30,Spinach and Feta Roll,39,4.21
2023-01-15,15:30,Ham Quiche,44,3.82
2023-01-15,15:30,Ham and Cheese Croissant,32,3.82
2023-01-15,15:30,Smoked Salmon Roll,8,3.82
2023-01-15,15:30,Tea,45,3.82
2023-01-15,15:30,Cinnamon Bun,12,3.82
2023-01-15,15:30,Sweets,3,3.82
2023-01-15,15:30,Mini Avocado Sandwich,7,3.82
2023-01-15,15:30,Savouries,21,3.82
2023-01-15,15:30,Mini Salami Sandwich,7,3.82
2023-01-15,15:30,Salmon Bagel,4,3.82
2023-01-15,15:30,Bread,43,3.82
2023-01-15,15:30,Coffee,17,3.82
2023-01-15,15:30,Mushroom Quiche,36,3.82
2023-01-15,15:30,Soup,38,3.82
2023-01-15,15:30,Sausage Roll,12,3.82
2023-01-15,15:30,Chilled Juices,4,3.82
2023-01-15,15:30,Cheese Straw,14,3.82
2023-01-15,15:30,Spinach and Feta Roll,31,3.82
2023-01-15,18:30,Ham Quiche,25,6.17
2023-01-15,18:30,Ham and Cheese Croissant,42,6.17
2023-01-15,18:30,Smoked Salmon Roll,5,6.17
2023-01-15,18:30,Tea,44,6.17
2023-01-15,18:30,Cinnamon Bun,11,6.17
2023-01-15,18:30,Sweets,14,6.17
2023-01-15,18:30,Mini Avocado Sandwich,5,6.17
2023-01-15,18:30,Savouries,15,6.17
2023-01-15,18:30,Mini Salami Sandwich,19,6.17
2023-01-15,18:30,Salmon Bagel,13,6.17
2023-01-15,18:30,Bread,39,6.17
2023-01-15,18:30,Coffee,31,6.17
2023-01-15,18:30,Mushroom Quiche,25,6.17
2023-01-15,18:30,Soup,17,6.17
2023-01-15,18:30,Sausage Roll,48,6.17
2023-01-15,18:30,Chilled Juices,13,6.17
2023-01-15,18:30,Cheese Straw,2,6.17
2023-01-15,18:30,Spinach and Feta Roll,34,6.17
2023-01-16,06:30,Ham Quiche,46,0.18
2023-01-16,06:30,Ham and Cheese Croissant,41,0.18
2023-01-16,06:30,Smoked Salmon Roll,19,0.18
2023-01-16,06:30,Tea,49,0.18
2023-01-16,06:30,Cinnamon Bun,19,0.18
2023-01-16,06:30,Sweets,12,0.18
2023-01-16,06:30,Mini Avocado Sandwich,17,0.18
2023-01-16,06:30,Savouries,32,0.18
2023-01-16,06:30,Mini Salami Sandwich,16,0.18
2023-01-16,06:30,Salmon Bagel,16,0.18
2023-01-16,06:30,Bread,25,0.18
2023-01-16,06:30,Coffee,25,0.18
2023-01-16,06:30,Mushroom Quiche,30,0.18
2023-01-16,06:30,Soup,26,0.18
2023-01-16,06:30,Sausage Roll,41,0.18
2023-01-16,06:30,Chilled Juices,17,0.18
2023-01-16,06:30,Cheese Straw,4,0.18
2023-01-16,06:30,Spinach and Feta Roll,13,0.18
2023-01-16,09:30,Ham Quiche,37,-2.75
2023-01-16,09:30,Ham and Cheese Croissant,47,-2.75
2023-01-16,09:30,Smoked Salmon Roll,7,-2.75
2023-01-16,09:30,Tea,47,-2.75
2023-01-16,09:30,Cinnamon Bun,10,-2.75
2023-01-16,09:30,Sweets,18,-2.75
2023-01-16,09:30,Mini Avocado Sandwich,12,-2.75
2023-01-16,09:30,Savouries,21,-2.75
2023-01-16,09:30,Mini Salami Sandwich,14,-2.75
2023-01-16,09:30,Salmon Bagel,13,-2.75
2023-01-16,09:30,Bread,10,-2.75
2023-01-16,09:30,Coffee,48,-2.75
2023-01-16,09:30,Mushroom Quiche,45,-2.75
2023-01-16,09:30,Soup,17,-2.75
2023-01-16,09:30,Sausage Roll,39,-2.75
2023-01-16,09:30,Chilled Juices,15,-2.75
2023-01-16,09:30,Cheese Straw,16,-2.75
2023-01-16,09:30,Spinach and Feta Roll,24,-2.75
2023-01-16,12:30,Ham Quiche,48,-1.76
2023-01-16,12:30,Ham and Cheese Croissant,42,-1.76
2023-01-16,12:30,Smoked Salmon Roll,10,-1.76
2023-01-16,12:30,Tea,43,-1.76
2023-01-16,12:30,Cinnamon Bun,17,-1.76
2023-01-16,12:30,Sweets,5,-1.76
2023-01-16,12:30,Mini Avocado Sandwich,16,-1.76
2023-01-16,12:30,Savouries,12,-1.76
2023-01-16,12:30,Mini Salami Sandwich,14,-1.76
2023-01-16,12:30,Salmon Bagel,9,-1.76
2023-01-16,12:30,Bread,35,-1.76
2023-01-16,12:30,Coffee,34,-1.76
2023-01-16,12:30,Mushroom Quiche,45,-1.76
2023-01-16,12:30,Soup,31,-1.76
2023-01-16,12:30,Sausage Roll,15,-1.76
2023-01-16,12:30,Chilled Juices,14,-1.76
2023-01-16,12:30,Cheese Straw,16,-1.76
2023-01-16,12:30,Spinach and Feta Roll,47,-1.76
2023-01-16,15:30,Ham Quiche,38,2.51
2023-01-16,15:30,Ham and Cheese Croissant,36,2.51
2023-01-16,15:30,Smoked Salmon Roll,1,2.51
2023-01-16,15:30,Tea,12,2.51
2023-01-16,15:30,Cinnamon Bun,11,2.51
2023-01-16,15:30,Sweets,3,2.51
2023-01-16,15:30,Mini Avocado Sandwich,7,2.51
2023-01-16,15:30,Savouries,16,2.51
2023-01-16,15:30,Mini Salami Sandwich,4,2.51
2023-01-16,15:30,Salmon Bagel,19,2.51
2023-01-16,15:30,Bread,30,2.51
2023-01-16,15:30,Coffee,41,2.51
2023-01-16,15:30,Mushroom Quiche,22,2.51
2023-01-16,15:30,Soup,36,2.51
2023-01-16,15:30,Sausage Roll,10,2.51
2023-01-16,15:30,Chilled Juices,19,2.51
2023-01-16,15:30,Cheese Straw,18,2.51
2023-01-16,15:30,Spinach and Feta Roll,36,2.51
2023-01-16,18:30,Ham Quiche,28,-1.39
2023-01-16,18:30,Ham and Cheese Croissant,31,-1.39
2023-01-16,18:30,Smoked Salmon Roll,7,-1.39
2023-01-16,18:30,Tea,31,-1.39
2023-01-16,18:30,Cinnamon Bun,19,-1.39
2023-01-16,18:30,Sweets,13,-1.39
2023-01-16,18:30,Mini Avocado Sandwich,4,-1.39
2023-01-16,18:30,Savouries,13,-1.39
2023-01-16,18:30,Mini Salami Sandwich,19,-1.39
2023-01-16,18:30,Salmon Bagel,2,-1.39
2023-01-16,18:30,Bread,30,-1.39
2023-01-16,18:30,Coffee,33,-1.39
2023-01-16,18:30,Mushroom Quiche,15,-1.39
2023-01-16,18:30,Soup,12,-1.39
2023-01-16,18:30,Sausage Roll,45,-1.39
2023-01-16,18:30,Chilled Juices,13,-1.39
2023-01-16,18:30,Cheese Straw,16,-1.39
2023-01-16,18:30,Spinach and Feta Roll,38,-1.39
2023-01-17,06:30,Ham Quiche,18,0.23
2023-01-17,06:30,Ham and Cheese Croissant,10,0.23
2023-01-17,06:30,Smoked Salmon Roll,8,0.23
2023-01-17,06:30,Tea,35,0.23
2023-01-17,06:30,Cinnamon Bun,19,0.23
